164.0830078,73.89316406,-110.5048828,-169.8706055,40.62744141,16.23779297,604,0,118.8764648,76.12558594,-105.3703125,117.1142578,81.32080078,106.6992188,372,0,98.78466797,56.92675781,-78.58125,118.762207,64.51171875,-127.4633789,456,0,127.6945313,43.30898437,-106.5981445,51.26220703,73.14697266,57.26074219,192,0,151.0233398,15.85019531,-101.5751953,40.82519531,80.52978516,119.1137695,284,0,219.3354492,23.99853516,-53.02001953,-165.234375,9.645996094,-14.0625,92,0,0
163.8597656,74.45126953,-110.2816406,-170.5297852,40.56152344,15.62255859,600,0.004199981689,119.6578125,76.01396484,-105.8167969,112.6538086,81.9140625,102.3486328,376,0.004199981689,98.89628906,57.03837891,-78.69287109,118.5424805,64.64355469,-127.6171875,456,0.004199981689,127.6945313,43.30898437,-106.4865234,51.19628906,73.19091797,57.21679688,196,0.004199981689,150.9117188,15.85019531,-101.4635742,40.62744141,80.68359375,118.9160156,284,0.004199981689,219.2238281,23.99853516,-52.90839844,-165.2783203,9.602050781,-14.04052734,92,0.004199981689,5
163.6365234,75.009375,-110.1700195,-171.2109375,40.47363281,15.05126953,600,0.008399963379,120.5507813,76.01396484,-106.1516602,107.4462891,82.44140625,97.22900391,380,0.008399963379,99.00791016,57.15,-78.91611328,118.3007813,64.75341797,-127.7929688,456,0.008399963379,127.6945313,43.42060547,-106.4865234,51.24023438,73.23486328,57.23876953,196,0.008399963379,150.8000977,15.73857422,-101.3519531,40.49560547,80.81542969,118.7841797,280,0.008399963379,219.2238281,23.99853516,-52.90839844,-165.3222656,9.558105469,-14.01855469,92,0.008399963379,6
163.4132812,75.34423828,-109.9467773,-171.8481445,40.40771484,14.54589844,592,0.01250004768,121.3321289,75.90234375,-106.5981445,101.2939453,82.94677734,91.16455078,388,0.01250004768,99.11953125,57.26162109,-79.02773437,118.059082,64.88525391,-127.9467773,452,0.01250004768,127.5829102,43.30898437,-106.3749023,51.19628906,73.27880859,57.21679688,196,0.01250004768,150.8000977,15.62695313,-101.1287109,40.23193359,80.92529297,118.5424805,280,0.01249980927,219.2238281,23.99853516,-52.90839844,-165.3662109,9.514160156,-13.97460938,92,0.01249980927,7
163.1900391,75.79072266,-109.7235352,-172.3974609,40.31982422,14.08447266,588,0.01670002937,122.1134766,75.79072266,-107.0446289,94.13085938,83.36425781,84.04541016,392,0.01670002937,99.23115234,57.37324219,-79.25097656,117.8393555,64.99511719,-128.1005859,452,0.01670002937,127.6945313,43.30898437,-106.3749023,51.10839844,73.30078125,57.10693359,196,0.01670002937,150.6884766,15.62695313,-101.0170898,40.078125,81.05712891,118.4106445,280,0.01669979095,219.2238281,23.99853516,-52.79677734,-165.4101563,9.470214844,-13.95263672,88,0.01669979095,0
162.9667969,76.23720703,-109.6119141,-172.9467773,40.23193359,13.62304688,584,0.02090001106,123.0064453,75.67910156,-107.4911133,85.97900391,83.64990234,75.9375,400,0.02090001106,99.34277344,57.48486328,-79.36259766,117.6196289,65.12695313,-128.2763672,452,0.02090001106,127.5829102,43.42060547,-106.3749023,51.08642578,73.32275391,57.08496094,196,0.02090001106,150.5768555,15.51533203,-100.9054688,39.92431641,81.18896484,118.2568359,276,0.02089977264,219.112207,23.99853516,-52.79677734,-165.4321289,9.448242188,-13.90869141,88,0.02089977264,0
162.8551758,76.46044922,-109.3886719,-173.4741211,40.14404297,13.22753906,576,0.02500009537,123.8994141,75.45585938,-107.9375977,76.92626953,83.82568359,66.92871094,404,0.02500009537,99.45439453,57.59648437,-79.47421875,117.3779297,65.23681641,-128.4521484,448,0.02500009537,127.5829102,43.42060547,-106.2632812,50.99853516,73.36669922,57.01904297,196,0.02500009537,150.5768555,15.40371094,-100.7938477,39.63867188,81.27685547,117.9931641,276,0.02499985695,219.112207,23.99853516,-52.79677734,-165.4760742,9.404296875,-13.88671875,88,0.02499985695,0
162.6319336,76.7953125,-109.2770508,-173.9135742,40.05615234,12.87597656,568,0.02920007706,124.6807617,75.34423828,-108.384082,67.47802734,83.84765625,57.45849609,412,0.02920007706,99.56601562,57.70810547,-79.69746094,117.1582031,65.36865234,-128.605957,448,0.02920007706,127.5829102,43.42060547,-106.2632812,50.86669922,73.38867188,56.88720703,196,0.02920007706,150.5768555,15.40371094,-100.6822266,39.50683594,81.38671875,117.8613281,272,0.02919983864,219.112207,23.99853516,-52.79677734,-165.4980469,9.382324219,-13.84277344,88,0.02919983864,0
162.5203125,77.13017578,-109.1654297,-174.3530273,39.96826172,12.52441406,560,0.03340005875,125.5737305,75.23261719,-108.8305664,58.07373047,83.671875,48.03222656,416,0.03340005875,99.67763672,57.81972656,-79.92070312,116.9165039,65.47851563,-128.7817383,448,0.03340005875,127.5829102,43.42060547,-106.2632812,50.82275391,73.41064453,56.82128906,196,0.03340005875,150.4652344,15.29208984,-100.5706055,39.33105469,81.49658203,117.7075195,268,0.03339982033,219.112207,23.99853516,-52.68515625,-165.5419922,9.360351563,-13.82080078,84,0.03339982033,0
162.2970703,77.35341797,-109.0538086,-174.7705078,39.88037109,12.21679688,552,0.03749990463,126.4666992,75.009375,-109.2770508,49.35058594,83.34228516,39.28710938,424,0.03749990463,99.78925781,57.81972656,-80.03232422,116.6748047,65.61035156,-128.9575195,444,0.03749990463,127.5829102,43.42060547,-106.2632812,50.71289063,73.43261719,56.73339844,196,0.03749990463,150.4652344,15.29208984,-100.4589844,39.06738281,81.5625,117.421875,268,0.03749990463,219.112207,23.99853516,-52.68515625,-165.5639648,9.31640625,-13.77685547,84,0.03749990463,0
