x1,y1,z1,a1,e1,r1,time1,quality1,x2,y2,z2,a2,e2,r2,time2,quality2,x3,y3,z3,a3,e3,r3,time3,quality3,x4,y4,z4,a4,e4,r4,time4,quality4,x5,y5,z5,a5,e5,r5,time5,quality5,x6,y6,z6,a6,e6,r6,time6,quality6,x7,y7,z7,a7,e7,r7,time7,quality7,x8,y8,z8,a8,e8,r8,time8,quality8
2.712393,5.179219,14.76747,15.9082,66.22559,54.38232,00:00:00.0099840,2152,3.627686,1.718965,11.6644,-67.47803,6.152344,135.3955,00:00:00.0109825,2788,-0.3460254,5.547568,14.27634,46.88965,73.30078,7.404785,00:00:00.0109825,1864,0.6808887,1.495723,11.1956,-63.56689,-13.99658,-169.9146,00:00:00.0109825,2408,-2.556123,5.402461,15.35906,84.30908,80.24414,-6.350098,00:00:00.0109825,1760,-1.975693,2.143125,11.94346,-72.3999,5.866699,147.854,00:00:00.0109825,2020,-5.268516,4.096494,16.16273,-167.4097,77.67334,-166.6846,00:00:00.0109825,1752,-5.07876,2.288232,13.05967,-66.2915,28.32275,173.8916,00:00:00.0109825,1532
2.712393,5.179219,14.76747,15.88623,66.20361,54.33838,00:00:00.0219153,2152,3.638848,1.718965,11.6644,-67.47803,6.152344,135.3735,00:00:00.0219153,2788,-0.3460254,5.547568,14.27634,46.88965,73.27881,7.338867,00:00:00.0219153,1864,0.6808887,1.495723,11.1956,-63.54492,-13.99658,-169.8267,00:00:00.0219153,2408,-2.556123,5.402461,15.35906,84.26514,80.22217,-6.416016,00:00:00.0219153,1760,-1.975693,2.143125,11.94346,-72.37793,5.866699,147.854,00:00:00.0219153,2020,-5.268516,4.096494,16.16273,-167.4097,77.69531,-166.7065,00:00:00.0219153,1748,-5.07876,2.288232,13.05967,-66.24756,28.32275,173.8916,00:00:00.0219153,1528
2.712393,5.179219,14.76747,15.86426,66.18164,54.29443,00:00:00.0318849,2152,3.638848,1.718965,11.6644,-67.47803,6.152344,135.3735,00:00:00.0318849,2788,-0.3460254,5.547568,14.27634,46.88965,73.27881,7.272949,00:00:00.0318849,1864,0.6808887,1.495723,11.1956,-63.54492,-13.97461,-169.7827,00:00:00.0318849,2408,-2.556123,5.402461,15.35906,84.24316,80.2002,-6.481934,00:00:00.0318849,1760,-1.975693,2.143125,11.94346,-72.35596,5.866699,147.854,00:00:00.0318849,2020,-5.268516,4.096494,16.16273,-167.4097,77.71729,-166.7505,00:00:00.0318849,1752,-5.07876,2.288232,13.05967,-66.22559,28.34473,173.9136,00:00:00.0318849,1528
2.712393,5.179219,14.76747,15.82031,66.15967,54.25049,00:00:00.0408611,2152,3.638848,1.718965,11.6644,-67.47803,6.174316,135.3735,00:00:00.0408611,2788,-0.3460254,5.547568,14.27634,46.88965,73.27881,7.250977,00:00:00.0408611,1864,0.6808887,1.495723,11.1956,-63.52295,-13.97461,-169.7607,00:00:00.0408611,2412,-2.556123,5.402461,15.35906,84.22119,80.2002,-6.525879,00:00:00.0408611,1760,-1.975693,2.143125,11.94346,-72.33398,5.866699,147.854,00:00:00.0408611,2020,-5.268516,4.096494,16.16273,-167.4097,77.71729,-166.7725,00:00:00.0408611,1752,-5.07876,2.288232,13.05967,-66.20361,28.34473,173.9136,00:00:00.0408611,1528
2.712393,5.179219,14.76747,15.82031,66.15967,54.22852,00:00:00.0488390,2152,3.638848,1.718965,11.6644,-67.47803,6.174316,135.3735,00:00:00.0488390,2788,-0.3460254,5.547568,14.27634,46.88965,73.25684,7.207031,00:00:00.0488390,1864,0.6808887,1.495723,11.1956,-63.52295,-13.97461,-169.7168,00:00:00.0488390,2412,-2.556123,5.402461,15.35906,84.22119,80.2002,-6.547852,00:00:00.0488390,1760,-1.975693,2.143125,11.94346,-72.31201,5.866699,147.854,00:00:00.0488390,2020,-5.268516,4.096494,16.16273,-167.4097,77.71729,-166.7944,00:00:00.0488390,1752,-5.07876,2.288232,13.05967,-66.18164,28.34473,173.9136,00:00:00.0488390,1528
2.712393,5.179219,14.76747,15.79834,66.15967,54.20654,00:00:00.0578148,2152,3.638848,1.718965,11.6644,-67.47803,6.174316,135.3735,00:00:00.0578148,2788,-0.3460254,5.547568,14.27634,46.88965,73.25684,7.185059,00:00:00.0578148,1864,0.6808887,1.495723,11.1956,-63.52295,-13.97461,-169.6948,00:00:00.0578148,2412,-2.556123,5.402461,15.35906,84.22119,80.17822,-6.591797,00:00:00.0578148,1760,-1.975693,2.143125,11.94346,-72.31201,5.866699,147.854,00:00:00.0578148,2020,-5.268516,4.096494,16.16273,-167.4097,77.71729,-166.8384,00:00:00.0578148,1752,-5.07876,2.27707,13.05967,-66.15967,28.3667,173.9136,00:00:00.0578148,1528
2.712393,5.179219,14.76747,15.77637,66.1377,54.14063,00:00:00.0697837,2152,3.638848,1.718965,11.6644,-67.47803,6.174316,135.3735,00:00:00.0697837,2788,-0.3460254,5.547568,14.27634,46.88965,73.25684,7.141113,00:00:00.0697837,1864,0.6808887,1.495723,11.1956,-63.50098,-13.97461,-169.6729,00:00:00.0697837,2412,-2.556123,5.391299,15.35906,84.19922,80.15625,-6.61377,00:00:00.0697837,1760,-1.975693,2.143125,11.94346,-72.29004,5.866699,147.854,00:00:00.0697837,2020,-5.268516,4.096494,16.16273,-167.4097,77.71729,-166.8604,00:00:00.0697837,1752,-5.07876,2.27707,13.05967,-66.1377,28.3667,173.9136,00:00:00.0697837,1532
2.723555,5.179219,14.76747,15.75439,66.11572,54.09668,00:00:00.0787733,2152,3.638848,1.718965,11.6644,-67.47803,6.174316,135.3735,00:00:00.0787733,2788,-0.3460254,5.547568,14.27634,46.88965,73.23486,7.119141,00:00:00.0787733,1864,0.6920508,1.495723,11.1956,-63.50098,-13.95264,-169.6509,00:00:00.0787733,2412,-2.556123,5.391299,15.35906,84.19922,80.15625,-6.635742,00:00:00.0787733,1760,-1.975693,2.143125,11.94346,-72.26807,5.866699,147.854,00:00:00.0787733,2020,-5.268516,4.096494,16.16273,-167.4097,77.71729,-166.8604,00:00:00.0787733,1752,-5.067597,2.27707,13.05967,-66.1377,28.3667,173.9136,00:00:00.0787733,1532
2.723555,5.179219,14.76747,15.73242,66.11572,54.05273,00:00:00.0917324,2152,3.638848,1.718965,11.6644,-67.47803,6.196289,135.3735,00:00:00.0917324,2788,-0.3348633,5.547568,14.27634,46.88965,73.23486,7.097168,00:00:00.0917324,1864,0.6920508,1.495723,11.1956,-63.50098,-13.95264,-169.6289,00:00:00.0917324,2412,-2.556123,5.391299,15.35906,84.17725,80.15625,-6.679688,00:00:00.0917324,1760,-1.975693,2.143125,11.94346,-72.24609,5.888672,147.832,00:00:00.0917324,2020,-5.268516,4.096494,16.16273,-167.4097,77.73926,-166.8823,00:00:00.0917324,1752,-5.067597,2.27707,13.05967,-66.11572,28.38867,173.8916,00:00:00.0917324,1532
2.723555,5.179219,14.76747,15.71045,66.09375,54.03076,00:00:00.1027087,2152,3.638848,1.718965,11.6644,-67.47803,6.196289,135.3735,00:00:00.1027087,2788,-0.3348633,5.547568,14.27634,46.86768,73.23486,7.053223,00:00:00.1027087,1864,0.6920508,1.495723,11.1956,-63.50098,-13.97461,-169.6069,00:00:00.1027087,2412,-2.556123,5.391299,15.35906,84.15527,80.15625,-6.70166,00:00:00.1027087,1760,-1.964531,2.143125,11.94346,-72.22412,5.888672,147.832,00:00:00.1027087,2020,-5.268516,4.096494,16.16273,-167.3877,77.73926,-166.8604,00:00:00.1027087,1752,-5.067597,2.27707,13.04851,-66.11572,28.38867,173.8916,00:00:00.1027087,1532
2.723555,5.179219,14.76747,15.6665,66.09375,53.98682,00:00:00.1136661,2152,3.638848,1.718965,11.6644,-67.47803,6.218262,135.3735,00:00:00.1136661,2788,-0.3348633,5.547568,14.27634,46.8457,73.23486,7.009277,00:00:00.1136661,1864,0.6920508,1.495723,11.1956,-63.50098,-13.97461,-169.585,00:00:00.1136661,2412,-2.556123,5.391299,15.35906,84.1333,80.13428,-6.745605,00:00:00.1136661,1760,-1.964531,2.143125,11.94346,-72.20215,5.888672,147.8101,00:00:00.1136661,2020,-5.268516,4.096494,16.16273,-167.3657,77.73926,-166.8604,00:00:00.1136661,1752,-5.067597,2.27707,13.04851,-66.09375,28.38867,173.8696,00:00:00.1136661,1532
2.723555,5.179219,14.76747,15.62256,66.07178,53.96484,00:00:00.1246364,2152,3.65001,1.718965,11.67557,-67.47803,6.218262,135.3735,00:00:00.1246364,2788,-0.3348633,5.547568,14.27634,46.82373,73.21289,6.965332,00:00:00.1246364,1864,0.6920508,1.495723,11.1956,-63.50098,-13.97461,-169.585,00:00:00.1246364,2412,-2.556123,5.391299,15.35906,84.08936,80.13428,-6.789551,00:00:00.1246364,1760,-1.964531,2.143125,11.94346,-72.20215,5.888672,147.8101,00:00:00.1246364,2020,-5.268516,4.096494,16.16273,-167.3438,77.73926,-166.8384,00:00:00.1246364,1752,-5.067597,2.27707,13.04851,-66.09375,28.38867,173.8696,00:00:00.1246364,1532
2.723555,5.179219,14.76747,15.60059,66.0498,53.94287,00:00:00.1366267,2152,3.65001,1.718965,11.67557,-67.47803,6.218262,135.3735,00:00:00.1366267,2788,-0.3348633,5.547568,14.27634,46.80176,73.21289,6.943359,00:00:00.1366267,1864,0.6920508,1.495723,11.1956,-63.50098,-13.97461,-169.585,00:00:00.1366267,2412,-2.556123,5.391299,15.35906,84.06738,80.15625,-6.811523,00:00:00.1366267,1760,-1.964531,2.143125,11.94346,-72.18018,5.888672,147.7881,00:00:00.1366267,2020,-5.268516,4.096494,16.16273,-167.2998,77.73926,-166.7944,00:00:00.1366267,1752,-5.067597,2.27707,13.04851,-66.09375,28.38867,173.8477,00:00:00.1366267,1532
2.723555,5.179219,14.77863,15.55664,66.0498,53.9209,00:00:00.1455803,2152,3.65001,1.718965,11.67557,-67.5,6.240234,135.3735,00:00:00.1455803,2788,-0.3348633,5.547568,14.27634,46.75781,73.21289,6.899414,00:00:00.1455803,1864,0.6920508,1.495723,11.1956,-63.50098,-13.97461,-169.585,00:00:00.1455803,2412,-2.556123,5.391299,15.35906,84.06738,80.15625,-6.833496,00:00:00.1455803,1760,-1.964531,2.143125,11.94346,-72.18018,5.888672,147.7881,00:00:00.1455803,2020,-5.268516,4.096494,16.16273,-167.2778,77.73926,-166.7725,00:00:00.1455803,1752,-5.067597,2.27707,13.04851,-66.09375,28.3667,173.8477,00:00:00.1455803,1532
2.723555,5.179219,14.77863,15.53467,66.0498,53.89893,00:00:00.1575482,2152,3.65001,1.718965,11.67557,-67.5,6.240234,135.3735,00:00:00.1575482,2788,-0.3348633,5.547568,14.27634,46.71387,73.23486,6.855469,00:00:00.1575482,1864,0.6920508,1.495723,11.1956,-63.50098,-13.97461,-169.585,00:00:00.1575482,2412,-2.556123,5.391299,15.35906,84.04541,80.15625,-6.855469,00:00:00.1575482,1760,-1.964531,2.143125,11.94346,-72.1582,5.888672,147.7661,00:00:00.1575482,2020,-5.268516,4.096494,16.16273,-167.2339,77.73926,-166.7285,00:00:00.1575482,1752,-5.067597,2.27707,13.04851,-66.09375,28.3667,173.8257,00:00:00.1575482,1532
2.723555,5.179219,14.77863,15.5127,66.02783,53.89893,00:00:00.1695165,2152,3.65001,1.718965,11.67557,-67.5,6.262207,135.3735,00:00:00.1695165,2788,-0.3348633,5.547568,14.27634,46.66992,73.23486,6.833496,00:00:00.1695165,1864,0.6920508,1.495723,11.1956,-63.50098,-13.97461,-169.585,00:00:00.1695165,2412,-2.556123,5.391299,15.35906,84.02344,80.15625,-6.855469,00:00:00.1695165,1760,-1.964531,2.143125,11.94346,-72.1582,5.888672,147.7661,00:00:00.1695165,2020,-5.268516,4.096494,16.16273,-167.146,77.73926,-166.6406,00:00:00.1695165,1748,-5.067597,2.27707,13.04851,-66.09375,28.34473,173.8257,00:00:00.1695165,1532
